,Unit Price ($ PSF),Postal Code,Price,OnemapLongitude,OnemapLatitude
145,"1,115",756949,1115,103.828534542516,1.44765923913234
146,"1,089",757064,1089,103.828829867075,1.44733675859028
147,"1,125",757066,1125,103.82838783219,1.4469923338283
148,"1,143",756948,1143,103.828324723249,1.447530196177
149,"1,138",756949,1138,103.828534542516,1.44765923913234
150,"1,145",756950,1145,103.828782765957,1.4478061598991
151,"1,152",756949,1152,103.828534542516,1.44765923913234
152,"1,082",756949,1082,103.828534542516,1.44765923913234
153,"1,140",756950,1140,103.828782765957,1.4478061598991
154,"1,149",756950,1149,103.828782765957,1.4478061598991
155,"1,141",756950,1141,103.828782765957,1.4478061598991
156,"1,087",756950,1087,103.828782765957,1.4478061598991
157,"1,127",756950,1127,103.828782765957,1.4478061598991
158,"1,082",756950,1082,103.828782765957,1.4478061598991
159,"1,087",756950,1087,103.828782765957,1.4478061598991
160,"1,118",756950,1118,103.828782765957,1.4478061598991
161,"1,106",757065,1106,103.828596342608,1.44712019342923
162,"1,099",757065,1099,103.828596342608,1.44712019342923
163,"1,056",757064,1056,103.828829867075,1.44733675859028
164,"1,004",756945,1004,103.828179736307,1.44686403213076
165,"1,100",756949,1100,103.828534542516,1.44765923913234
166,"1,150",756949,1150,103.828534542516,1.44765923913234
167,"1,121",756947,1121,103.828115526598,1.44739595721031
168,"1,162",757065,1162,103.828596342608,1.44712019342923
169,"1,076",757065,1076,103.828596342608,1.44712019342923
170,"1,102",757065,1102,103.828596342608,1.44712019342923
171,"1,077",756950,1077,103.828782765957,1.4478061598991
172,"1,111",757065,1111,103.828596342608,1.44712019342923
173,"1,086",757065,1086,103.828596342608,1.44712019342923
174,"1,050",756950,1050,103.828782765957,1.4478061598991
175,"1,151",756949,1151,103.828534542516,1.44765923913234
176,"1,098",757063,1098,103.829031004211,1.44747059180371
177,"1,159",757063,1159,103.829031004211,1.44747059180371
178,"1,146",757063,1146,103.829031004211,1.44747059180371
179,"1,109",756950,1109,103.828782765957,1.4478061598991
180,"1,087",756950,1087,103.828782765957,1.4478061598991
181,"1,117",756950,1117,103.828782765957,1.4478061598991
182,"1,117",757065,1117,103.828596342608,1.44712019342923
183,"1,159",756949,1159,103.828534542516,1.44765923913234
184,"1,181",756949,1181,103.828534542516,1.44765923913234
185,"1,129",757066,1129,103.82838783219,1.4469923338283
186,"1,092",756950,1092,103.828782765957,1.4478061598991
187,"1,146",756949,1146,103.828534542516,1.44765923913234
188,"1,161",756950,1161,103.828782765957,1.4478061598991
189,"1,137",757065,1137,103.828596342608,1.44712019342923
190,"1,105",756950,1105,103.828782765957,1.4478061598991
191,"1,156",756949,1156,103.828534542516,1.44765923913234
192,"1,150",756949,1150,103.828534542516,1.44765923913234
193,"1,095",757065,1095,103.828596342608,1.44712019342923
194,"1,025",756947,1025,103.828115526598,1.44739595721031
195,"1,133",756945,1133,103.828179736307,1.44686403213076
196,"1,147",756945,1147,103.828179736307,1.44686403213076
197,"1,076",756947,1076,103.828115526598,1.44739595721031
198,"1,094",756950,1094,103.828782765957,1.4478061598991
199,"1,130",756949,1130,103.828534542516,1.44765923913234
200,"1,137",757066,1137,103.82838783219,1.4469923338283
201,"1,078",757066,1078,103.82838783219,1.4469923338283
202,"1,125",756949,1125,103.828534542516,1.44765923913234
203,"1,099",757065,1099,103.828596342608,1.44712019342923
204,"1,054",756949,1054,103.828534542516,1.44765923913234
205,"1,159",756949,1159,103.828534542516,1.44765923913234
206,"1,190",756949,1190,103.828534542516,1.44765923913234
207,"1,147",756947,1147,103.828115526598,1.44739595721031
208,"1,078",756948,1078,103.828324723249,1.447530196177
209,"1,085",757064,1085,103.828829867075,1.44733675859028
210,"1,157",757064,1157,103.828829867075,1.44733675859028
211,"1,157",757064,1157,103.828829867075,1.44733675859028
212,"1,048",757064,1048,103.828829867075,1.44733675859028
213,"1,011",756949,1011,103.828534542516,1.44765923913234
214,"1,117",756949,1117,103.828534542516,1.44765923913234
215,"1,117",756949,1117,103.828534542516,1.44765923913234
216,"1,123",756950,1123,103.828782765957,1.4478061598991
217,"1,105",756950,1105,103.828782765957,1.4478061598991
218,"1,091",756950,1091,103.828782765957,1.4478061598991
219,"1,154",756949,1154,103.828534542516,1.44765923913234
220,"1,067",756950,1067,103.828782765957,1.4478061598991
221,"1,072",756950,1072,103.828782765957,1.4478061598991
222,"1,071",756947,1071,103.828115526598,1.44739595721031
223,"1,080",757064,1080,103.828829867075,1.44733675859028
224,"1,134",756949,1134,103.828534542516,1.44765923913234
225,"1,107",756950,1107,103.828782765957,1.4478061598991
226,"1,112",756950,1112,103.828782765957,1.4478061598991
227,"1,153",757064,1153,103.828829867075,1.44733675859028
228,"1,081",757066,1081,103.82838783219,1.4469923338283
229,"1,086",757066,1086,103.82838783219,1.4469923338283
230,"1,097",757066,1097,103.82838783219,1.4469923338283
231,"1,096",756950,1096,103.828782765957,1.4478061598991
232,"1,142",756949,1142,103.828534542516,1.44765923913234
233,"1,121",756949,1121,103.828534542516,1.44765923913234
234,"1,030",756947,1030,103.828115526598,1.44739595721031
235,"1,111",756945,1111,103.828179736307,1.44686403213076
236,"1,125",756949,1125,103.828534542516,1.44765923913234
237,"1,049",756947,1049,103.828115526598,1.44739595721031
238,"1,133",756945,1133,103.828179736307,1.44686403213076
239,"1,064",756950,1064,103.828782765957,1.4478061598991
240,"1,181",756949,1181,103.828534542516,1.44765923913234
241,"1,078",756945,1078,103.828179736307,1.44686403213076
242,"1,103",756945,1103,103.828179736307,1.44686403213076
243,"1,082",756945,1082,103.828179736307,1.44686403213076
244,"1,129",756949,1129,103.828534542516,1.44765923913234
245,"1,100",756950,1100,103.828782765957,1.4478061598991
246,"1,078",757065,1078,103.828596342608,1.44712019342923
247,"1,004",756947,1004,103.828115526598,1.44739595721031
248,"1,030",756945,1030,103.828179736307,1.44686403213076
249,"1,117",757066,1117,103.82838783219,1.4469923338283
250,"1,120",757064,1120,103.828829867075,1.44733675859028
251,"1,125",757064,1125,103.828829867075,1.44733675859028
252,"1,097",757065,1097,103.828596342608,1.44712019342923
253,"1,129",757066,1129,103.82838783219,1.4469923338283
254,"1,137",756945,1137,103.828179736307,1.44686403213076
255,"1,092",756945,1092,103.828179736307,1.44686403213076
256,"1,137",756945,1137,103.828179736307,1.44686403213076
257,"1,103",756947,1103,103.828115526598,1.44739595721031
258,"1,091",757065,1091,103.828596342608,1.44712019342923
259,"1,150",757063,1150,103.829031004211,1.44747059180371
260,"1,067",756947,1067,103.828115526598,1.44739595721031
261,"1,085",756947,1085,103.828115526598,1.44739595721031
262,"1,112",756946,1112,103.827896210106,1.44726363624443
263,"1,061",756946,1061,103.827896210106,1.44726363624443
264,"1,199",756949,1199,103.828534542516,1.44765923913234
265,"1,151",756949,1151,103.828534542516,1.44765923913234
266,"1,099",756948,1099,103.828324723249,1.447530196177
267,"1,156",756950,1156,103.828782765957,1.4478061598991
268,"1,162",756946,1162,103.827896210106,1.44726363624443
269,"1,106",756946,1106,103.827896210106,1.44726363624443
270,"1,116",757064,1116,103.828829867075,1.44733675859028
271,"1,143",757066,1143,103.82838783219,1.4469923338283
272,"1,116",757064,1116,103.828829867075,1.44733675859028
273,"1,154",757063,1154,103.829031004211,1.44747059180371
274,"1,114",757065,1114,103.828596342608,1.44712019342923
275,"1,081",757065,1081,103.828596342608,1.44712019342923
276,"1,095",757064,1095,103.828829867075,1.44733675859028
277,"1,136",757064,1136,103.828829867075,1.44733675859028
278,"1,126",757064,1126,103.828829867075,1.44733675859028
279,"1,168",757063,1168,103.829031004211,1.44747059180371
280,"1,121",757063,1121,103.829031004211,1.44747059180371
281,"1,144",757063,1144,103.829031004211,1.44747059180371
282,"1,104",757065,1104,103.828596342608,1.44712019342923
283,"1,082",756945,1082,103.828179736307,1.44686403213076
284,"1,128",757065,1128,103.828596342608,1.44712019342923
285,"1,079",757064,1079,103.828829867075,1.44733675859028
286,"1,098",756945,1098,103.828179736307,1.44686403213076
287,"1,146",756949,1146,103.828534542516,1.44765923913234
288,"1,078",756949,1078,103.828534542516,1.44765923913234
289,"1,129",756945,1129,103.828179736307,1.44686403213076
290,"1,183",757064,1183,103.828829867075,1.44733675859028
291,"1,112",757065,1112,103.828596342608,1.44712019342923
292,"1,008",756946,1008,103.827896210106,1.44726363624443
293,"1,061",756946,1061,103.827896210106,1.44726363624443
294,"1,127",757064,1127,103.828829867075,1.44733675859028
295,"1,170",757064,1170,103.828829867075,1.44733675859028
296,"1,186",756947,1186,103.828115526598,1.44739595721031
297,"1,098",756945,1098,103.828179736307,1.44686403213076
298,"1,095",757066,1095,103.82838783219,1.4469923338283
299,"1,111",757066,1111,103.82838783219,1.4469923338283
300,"1,082",757066,1082,103.82838783219,1.4469923338283
301,"1,099",757066,1099,103.82838783219,1.4469923338283
302,"1,080",757064,1080,103.828829867075,1.44733675859028
303,"1,114",756946,1114,103.827896210106,1.44726363624443
304,"1,096",756946,1096,103.827896210106,1.44726363624443
305,"1,131",757064,1131,103.828829867075,1.44733675859028
306,"1,166",757064,1166,103.828829867075,1.44733675859028
307,"1,198",757063,1198,103.829031004211,1.44747059180371
308,"1,129",756945,1129,103.828179736307,1.44686403213076
309,"1,121",756945,1121,103.828179736307,1.44686403213076
310,"1,098",756945,1098,103.828179736307,1.44686403213076
311,"1,133",756945,1133,103.828179736307,1.44686403213076
312,"1,151",757066,1151,103.82838783219,1.4469923338283
313,"1,081",757066,1081,103.82838783219,1.4469923338283
314,"1,143",756950,1143,103.828782765957,1.4478061598991
315,"1,103",757065,1103,103.828596342608,1.44712019342923
316,"1,068",756950,1068,103.828782765957,1.4478061598991
317,"1,168",756947,1168,103.828115526598,1.44739595721031
318,"1,103",756948,1103,103.828324723249,1.447530196177
319,"1,082",756948,1082,103.828324723249,1.447530196177
320,"1,109",756948,1109,103.828324723249,1.447530196177
321,"1,117",757063,1117,103.829031004211,1.44747059180371
322,"1,186",757066,1186,103.82838783219,1.4469923338283
323,"1,052",757064,1052,103.828829867075,1.44733675859028
324,"1,125",756947,1125,103.828115526598,1.44739595721031
325,"1,166",757064,1166,103.828829867075,1.44733675859028
326,"1,074",757065,1074,103.828596342608,1.44712019342923
327,"1,164",757063,1164,103.829031004211,1.44747059180371
328,"1,162",757066,1162,103.82838783219,1.4469923338283
329,"1,125",757063,1125,103.829031004211,1.44747059180371
330,"1,178",756947,1178,103.828115526598,1.44739595721031
331,"1,096",757064,1096,103.828829867075,1.44733675859028
332,"1,134",757064,1134,103.828829867075,1.44733675859028
333,"1,138",756948,1138,103.828324723249,1.447530196177
334,"1,096",756948,1096,103.828324723249,1.447530196177
335,"1,146",756948,1146,103.828324723249,1.447530196177
336,"1,134",756948,1134,103.828324723249,1.447530196177
337,"1,129",756947,1129,103.828115526598,1.44739595721031
338,"1,071",757064,1071,103.828829867075,1.44733675859028
339,"1,044",757064,1044,103.828829867075,1.44733675859028
340,"1,123",757064,1123,103.828829867075,1.44733675859028
341,"1,085",756947,1085,103.828115526598,1.44739595721031
342,"1,110",756945,1110,103.828179736307,1.44686403213076
343,"1,065",757066,1065,103.82838783219,1.4469923338283
344,"1,074",756945,1074,103.828179736307,1.44686403213076
345,"1,133",757066,1133,103.82838783219,1.4469923338283
346,"1,129",756948,1129,103.828324723249,1.447530196177
347,"1,125",756948,1125,103.828324723249,1.447530196177
348,"1,161",757064,1161,103.828829867075,1.44733675859028
349,"1,108",757065,1108,103.828596342608,1.44712019342923
350,"1,074",757066,1074,103.82838783219,1.4469923338283
351,"1,071",756945,1071,103.828179736307,1.44686403213076
352,"1,133",757066,1133,103.82838783219,1.4469923338283
353,"1,103",757066,1103,103.82838783219,1.4469923338283
354,"1,082",757066,1082,103.82838783219,1.4469923338283
355,"1,058",756947,1058,103.828115526598,1.44739595721031
356,"1,117",756948,1117,103.828324723249,1.447530196177
357,"1,054",756946,1054,103.827896210106,1.44726363624443
358,"1,135",756946,1135,103.827896210106,1.44726363624443
359,"1,082",757065,1082,103.828596342608,1.44712019342923
360,"1,076",757066,1076,103.82838783219,1.4469923338283
361,"1,091",757066,1091,103.82838783219,1.4469923338283
362,"1,134",756949,1134,103.828534542516,1.44765923913234
363,"1,124",757065,1124,103.828596342608,1.44712019342923
364,"1,108",757064,1108,103.828829867075,1.44733675859028
365,"1,076",756946,1076,103.827896210106,1.44726363624443
366,"1,103",756948,1103,103.828324723249,1.447530196177
367,"1,003",756948,1003,103.828324723249,1.447530196177
368,"1,112",756947,1112,103.828115526598,1.44739595721031
369,"1,151",756945,1151,103.828179736307,1.44686403213076
370,"1,074",756948,1074,103.828324723249,1.447530196177
371,"1,115",756948,1115,103.828324723249,1.447530196177
372,"1,095",756948,1095,103.828324723249,1.447530196177
373,"1,112",757064,1112,103.828829867075,1.44733675859028
374,"1,047",756950,1047,103.828782765957,1.4478061598991
375,"1,074",756949,1074,103.828534542516,1.44765923913234
376,"1,064",756947,1064,103.828115526598,1.44739595721031
377,"1,123",756950,1123,103.828782765957,1.4478061598991
378,"1,166",756946,1166,103.827896210106,1.44726363624443
379,"1,146",757063,1146,103.829031004211,1.44747059180371
380,"1,124",756950,1124,103.828782765957,1.4478061598991
381,"1,158",756946,1158,103.827896210106,1.44726363624443
382,"1,151",756945,1151,103.828179736307,1.44686403213076
383,"1,093",756945,1093,103.828179736307,1.44686403213076
384,"1,117",756948,1117,103.828324723249,1.447530196177
385,"1,049",528613,1049,103.939954877596,1.35998137104939
386,"1,122",756950,1122,103.828782765957,1.4478061598991
387,"1,129",756945,1129,103.828179736307,1.44686403213076
388,"1,108",828618,1108,103.898039738224,1.41004275258838
389,"1,056",756945,1056,103.828179736307,1.44686403213076
390,"1,078",828621,1078,103.897912480011,1.41045366869115
391,"1,134",756950,1134,103.828782765957,1.4478061598991
392,"1,138",756950,1138,103.828782765957,1.4478061598991
393,"1,130",756950,1130,103.828782765957,1.4478061598991
394,"1,035",757064,1035,103.828829867075,1.44733675859028
395,"1,143",828622,1143,103.898191615557,1.41046826341768
396,"1,080",757064,1080,103.828829867075,1.44733675859028
397,"1,108",828620,1108,103.898675751102,1.40980879054618
398,"1,069",756947,1069,103.828115526598,1.44739595721031
399,"1,034",757063,1034,103.829031004211,1.44747059180371
400,"1,167",828627,1167,103.898959874347,1.41069269259053
401,"1,104",828621,1104,103.897912480011,1.41045366869115
402,"1,054",828626,1054,103.89870424774,1.41086544560675
403,"1,093",757064,1093,103.828829867075,1.44733675859028
404,"1,074",757066,1074,103.82838783219,1.4469923338283
405,"1,114",828627,1114,103.898959874347,1.41069269259053
406,"1,074",756945,1074,103.828179736307,1.44686403213076
407,"1,009",528608,1009,103.939645794274,1.35925063125813
408,"1,071",756946,1071,103.827896210106,1.44726363624443
409,"1,143",756945,1143,103.828179736307,1.44686403213076
410,"1,030",756947,1030,103.828115526598,1.44739595721031
411,"1,060",756950,1060,103.828782765957,1.4478061598991
412,"1,052",828626,1052,103.89870424774,1.41086544560675
413,"1,133",756947,1133,103.828115526598,1.44739595721031
414,"1,050",756950,1050,103.828782765957,1.4478061598991
415,"1,011",756949,1011,103.828534542516,1.44765923913234
416,"1,163",756949,1163,103.828534542516,1.44765923913234
417,"1,147",756948,1147,103.828324723249,1.447530196177
418,"1,006",544821,1006,103.89109985283,1.38158415124112
419,"1,141",828625,1141,103.899000266845,1.41022470210924
420,"1,051",757064,1051,103.828829867075,1.44733675859028
421,"1,118",757064,1118,103.828829867075,1.44733675859028
422,"1,130",756945,1130,103.828179736307,1.44686403213076
423,"1,151",757063,1151,103.829031004211,1.44747059180371
424,"1,143",828627,1143,103.898959874347,1.41069269259053
425,"1,101",828620,1101,103.898675751102,1.40980879054618
426,"1,092",756948,1092,103.828324723249,1.447530196177
427,"1,136",828622,1136,103.898191615557,1.41046826341768
428,"1,108",828627,1108,103.898959874347,1.41069269259053
429,"1,073",828621,1073,103.897912480011,1.41045366869115
430,"1,077",828677,1077,103.897463964435,1.40985036008126
431,"1,108",828628,1108,103.899190046333,1.4105908958577
432,"1,056",757064,1056,103.828829867075,1.44733675859028
433,"1,074",756949,1074,103.828534542516,1.44765923913234
434,"1,103",756950,1103,103.828782765957,1.4478061598991
435,"1,089",756950,1089,103.828782765957,1.4478061598991
436,"1,009",528771,1009,103.939940919167,1.35873496137606
437,"1,063",756950,1063,103.828782765957,1.4478061598991
438,"1,091",828626,1091,103.89870424774,1.41086544560675
439,"1,102",756950,1102,103.828782765957,1.4478061598991
440,"1,114",757063,1114,103.829031004211,1.44747059180371
441,"1,136",756950,1136,103.828782765957,1.4478061598991
442,"1,066",756946,1066,103.827896210106,1.44726363624443
443,"1,132",757065,1132,103.828596342608,1.44712019342923
444,"1,102",757066,1102,103.82838783219,1.4469923338283
445,"1,145",828619,1145,103.898440391828,1.41000603600091
446,"1,187",828625,1187,103.899000266845,1.41022470210924
447,"1,115",756947,1115,103.828115526598,1.44739595721031
448,"1,095",756947,1095,103.828115526598,1.44739595721031
449,"1,074",756947,1074,103.828115526598,1.44739595721031
450,"1,111",756947,1111,103.828115526598,1.44739595721031
451,"1,098",757064,1098,103.828829867075,1.44733675859028
452,"1,112",756949,1112,103.828534542516,1.44765923913234
453,"1,087",756950,1087,103.828782765957,1.4478061598991
454,"1,166",756950,1166,103.828782765957,1.4478061598991
455,"1,013",688199,1013,103.739420693564,1.37395420297069
456,"1,100",618724,1100,103.72439782499,1.33248624960907
457,"1,107",756948,1107,103.828324723249,1.447530196177
458,"1,056",756946,1056,103.827896210106,1.44726363624443
459,"1,028",689874,1028,103.748374018811,1.38340195391998
460,"1,114",757064,1114,103.828829867075,1.44733675859028
461,"1,098",828620,1098,103.898675751102,1.40980879054618
462,"1,140",828628,1140,103.899190046333,1.4105908958577
463,"1,026",528770,1026,103.940284567799,1.3587412980517
464,"1,185",545687,1185,103.877860984845,1.37280860732025
465,"1,156",545686,1156,103.878103330993,1.3727650184916
466,"1,165",544594,1165,103.883643259649,1.3935168810724
467,"1,174",828624,1174,103.898770474499,1.4103238006296
468,"1,009",528608,1009,103.939645794274,1.35925063125813
469,"1,090",528610,1090,103.939916680549,1.35961608290552
470,"1,113",756949,1113,103.828534542516,1.44765923913234
471,"1,190",828624,1190,103.898770474499,1.4103238006296
472,"1,071",828625,1071,103.899000266845,1.41022470210924
473,"1,112",544584,1112,103.884010362877,1.39201362391117
474,"1,134",544591,1134,103.883831996041,1.39315203214037
475,"1,185",545685,1185,103.878346787951,1.37272443684533
476,"1,180",545687,1180,103.877860984845,1.37280860732025
477,"1,077",544599,1077,103.892016537214,1.39775105265573
478,"1,083",544599,1083,103.892016537214,1.39775105265573
479,"1,219",544603,1219,103.892771167018,1.39710401066265
480,"1,163",544603,1163,103.892771167018,1.39710401066265
481,"1,153",544600,1153,103.892265428644,1.39770760830141
482,"1,084",544561,1084,103.891840992949,1.39733736083714
483,"1,060",544602,1060,103.892873907718,1.39755808584798
484,"1,064",544602,1064,103.892873907718,1.39755808584798
485,"1,087",544602,1087,103.892873907718,1.39755808584798
486,"1,175",544561,1175,103.891840992949,1.39733736083714
487,"1,187",544561,1187,103.891840992949,1.39733736083714
488,"1,048",544602,1048,103.892873907718,1.39755808584798
489,"1,084",544602,1084,103.892873907718,1.39755808584798
490,"1,095",544559,1095,103.892292745209,1.39712007310488
491,"1,108",544559,1108,103.892292745209,1.39712007310488
492,"1,063",544561,1063,103.891840992949,1.39733736083714
493,"1,084",544559,1084,103.892292745209,1.39712007310488
494,"1,187",544558,1187,103.892537329675,1.39712872945862
495,"1,091",544561,1091,103.891840992949,1.39733736083714
496,"1,049",544603,1049,103.892771167018,1.39710401066265
497,"1,221",544560,1221,103.892028356502,1.39719354905586
